videoId,channelTitle,publishedAt,title,description,Contact,Product 1,Location 1,Product 2,Location 2,Product 3,Location 3,Product 4,Location 4,Product 5,Location 5 ,Product 6,Location 6,製品ID 7,場所 7,製品ID 8,場所 8,製品ID 9,場所 9,製品ID 10,場所 10,製品ID 11,場所 11,製品ID 12,場所 12,製品ID 13,場所 13,製品ID 14,場所 14,製品ID 15,場所 15,製品ID 16,場所 16,製品ID 17,場所 17,製品ID 18,場所 18,製品ID 19,場所 19,製品ID 20,場所 20,製品ID 21,場所 21,製品ID 22,場所 22,製品ID 23,場所 23,製品ID 24,場所 24,製品ID 25,場所 25,製品ID 26,場所 26,製品ID 27,場所 27,製品ID 28,場所 28,製品ID 29,場所 29,製品ID 30,場所 30,製品ID 31,場所 31,製品ID 32,場所 32,製品ID 33,場所 33,製品ID 34,場所 34,製品ID 35,場所 35,製品ID 36,場所 36,製品ID 37,場所 37,製品ID 38,場所 38,製品ID 39,場所 39,製品ID 40,場所 40,製品ID 41,場所 41,製品ID 42,場所 42,製品ID 43,場所 43,製品ID 44,場所 44,製品ID 45,場所 45,製品ID 46,場所 46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0Cyd77kdLyQ,HikakinTV,2023-03-28 18:30:07+00:00,UCZf__ehlCEBPop-_sldpBUQ,2泊3日韓国旅行で5000万ウォン使い切れるまで帰れませんw【ヒカキンTVスペシャル】,デカキンTVでのコラボ https://youtu.be/eyLDJroASX0 ◇チャンネル登録はこちら↓ ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8IqNmlvBd8,시리TV Shili,2022-07-25 23:52:45+00:00,UCOBHKG15OQ71uXgUVnaaIJg,실제 결혼하는 신부의 웨딩 메이크업 ASMR | K-pop 스타의 메이크업 아티스트가 신부화장을 해주셨어요,본 영상은 광고와 협찬 사실이 없습니다. This video is not sponsored or affiliated. Shop Name 함경식 크리에이티브 그룹 ...,△,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mUvQceoxMPQ,Latte ASMR,2018-12-24 23:44:08+00:00,UCQe2Y7V-C9bNMAcCJCBvzQQ,クリスマスメイクショップ🎄💄 ASMR (Eng sub),メアリークリスマスです :) ♥ Music : Deck the Halls by Kevin MacLeod is licensed under a Creative Commons Attribution license ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1lyqIXBTvw,ハウスダスト,2023-02-16 20:31:29+00:00,UCFU_oYKmxNI_8mYNQMhmLvA,【完全保存版】やり方１つで老け顔に😨‼︎コスメは変えずに垢抜ける❗️整形メイクの本気見せます。,動画見てくれてありがとうございます！！ 昨日は落ち込んで病みツイしてしまいすみませんでした笑 今回の動画は老けて見える ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCwvmZu7w50,会社員J,2020-10-24 18:00:04+00:00,UCN559lrbV9wt46NwlnPJtPw,TWICE担当のメイクアップアーティストさんにメイクしてもらった,TWICEのサナ・モモ・ナヨン・チェヨンの4人を担当されてる Bit＆Bootの원정요ウォン・ジョンヨ先生に Aちゃんがアイドルの ...,△,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rEODL4Qieqc,ハウスダスト,2022-08-24 21:21:19+00:00,UCFU_oYKmxNI_8mYNQMhmLvA,【保存必須】みんなやりがち…芋っぽメイクは技術で変わる！コスメは変えずに垢抜けるよ！！メイク好きこそ必見です🙌,TikTokのコメ欄で「芋の方私だ…」ってコメントがたくさんあって心配になっちゃったよ！！大丈夫よ1個くらいじゃ芋にはならん ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K66bQvQcIIc,Myaling ASMR,2022-01-15 04:51:11+00:00,UC6fAYCOjXMzb1K07i0G5gOQ,ASMR Traditional Korean Makeup &amp; Styling💗,"Heya, Loves~ It's myaling ! Why don't we try something different today  ? I'll put on a traditional Korean makeup for you. It will be ...",〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNqvx9WosOw,ハウスダスト,2023-02-20 21:18:31+00:00,UCFU_oYKmxNI_8mYNQMhmLvA,【縛りメイク】ダイソー新作コスメで橋本環奈に‼️❤︎圧倒的コスパで日本一の美少女になる😎【正直レビュー】,絶対に本物と横並びにしないこと⚠️ サムネタイトルわかりやすいように呼び捨てにしてます！！ ▽ファンレター・プレゼント ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d4oAejgUb4,ハウスダスト,2023-01-17 20:06:34+00:00,UCFU_oYKmxNI_8mYNQMhmLvA,【おっさんから美少女に✨】中国から見た地雷メイクが可愛すぎて実写版アーニャになりました笑,投稿30分前ディオ  にパソコン再起動されて発狂してた！！笑 ▽ファンレター・プレゼント宛先 動画や各SNSで紹介させて ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u0DXoOxsc6Y,さしはらちゃんねる,2023-06-20 18:00:39+00:00,UCfnSEB4atVWATf6vzepHzqw,最近のメイクはこんな感じです！,使用コスメ↓ 大体順番通りなのですがバラバラだったらごめんなさい   クレ・ド・ポー ボーテ ヴォワールコレクチュールn ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5S_Gxq_cfRA,안다 ANDA,2022-02-28 18:00:02+00:00,UCn_fZLXut_Tj9-QihG_9l0g,"🇺🇸🇯🇵🇮🇩) 매일 해도 괜찮은, 꾸안꾸 학생 메이크업🧃𝐨𝐧𝐥𝐲 올영템🛒","이 영상은 간접 광고가 포함되어 있지 않습니다. 영상 노출 의무 없이, '단순 선물'로 제공받은 제품이 포함되어 있을 수 있습니다.",×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4hlbKGHpzXs,中町綾チャンネル,2023-06-10 18:00:02+00:00,UCJFWdjpYDIPe8Pdhmusnlgg,平フラととうあと韓国旅行が楽しすぎたwww,やっほ〜！あやで〜す！！ □スキンケアブランド『ASUNE』 ・公式WEBサイト：https://asune.jp/ ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KD8zl0C4Qd8,areumsongee아름송이,2018-09-07 20:08:00+00:00,UCZggbgiMY7u4Def37xQpyAQ,(ENG/JPN)내맘대로 일본느낌 메이크업?🇯🇵같이 준비해요💗 勝手な日本っぽいメイクアップ ㅣ一緒に準備してみましょう！,設定で日本語字幕を有効にしてください！ Please activate the subtitles in the settings. ☆아름송이의 다른 일상도 궁금하다면!,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eDzWCKwzkUI,ふくれな/fukurena,2022-08-07 20:00:32+00:00,UCCuizDTLsr-mNm_PEGdChVg,【本物】ブスがTWICEのメイクさんにメイクしてもらったらモモちゃんになれる⁉︎【twice make up】,いつもご視聴ありがとうございます！ メイクアップアーティスト ウォンジョンヨ先生 ・Instagram ...,△,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4M1MxWXxnYQ,水越みさと,2023-01-21 19:00:02+00:00,UCffg7iYU2K7HFJDhylZzUBw,【濃いメイク似合わない人】メイクするほど不自然になってしまう方に見てほしい。しっかり盛れるナチュラルメイク♡,タイムテーブルはまた時間のある時に書きますね！ ＊Instagram＊https://www.instagram.com/mitan.m/ ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-CNlFagmcs,ハウスダスト,2022-08-30 21:01:50+00:00,UCFU_oYKmxNI_8mYNQMhmLvA,【激盛れ】研究し尽くした私の純欲メイク見てください!!,4回目のチャレンジでした＾＾ ▽ファンレター・プレゼント宛先 動画や各SNSで紹介させていただくことがあります！ いつも ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6O-KPFnnEY,五彩緋夏 ひなちゃん5しゃい,2022-05-02 18:09:32+00:00,UCLdEdYIPup_1t03dP0tTJqw,黒猫中華メイク🐈‍⬛お金持ちの家の高級な猫をプチプラコスメで🐈‍⬛,Twitter❤︎puuuuuchu Instagram❤︎puuuuchu #毎日メイク #整形 #ビフォーアフター #メイク #makeup #美容 #メイク動画 ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWsIcCHinVw,nanakoななこ,2023-02-11 19:00:14+00:00,UC3swo6utVXOSYwxazwoKWBQ,【本気の過去１】TWICE担当メイクさんに本物の韓国アイドルメイクをしてもらった！目が２倍になって涙袋爆誕して小顔効果凄かった神技術を全部見せます！！！！！【ウォンジョンヨ先生】【勉強】,ご視聴ありがとうございます❤︎チャンネル登録よろしくね/ 憧れの先生にメイクしていただき幸せでした、、 勉強モードすぎて ...,△,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhh-tMAUX4k,nanakoななこ,2022-06-02 00:02:42+00:00,UC3swo6utVXOSYwxazwoKWBQ,【黒髪優勝】一番可愛い黒髪透明感メイク！暗い髪でも重くならない！イエベもブルベも盛れすぎる夏の黒髪メイク！【高校生】【実習】,ご視聴ありがとうございます❤︎チャンネル登録よろしくね/ 黒髪って最高〜！！！   TIRTIR PERFECT-C VITA AMPOULE MASK ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6zBkFsYY640,fukuse yuuriマリリン,2022-11-21 20:15:00+00:00,UCmsA3A5_HKBwI9OktSttTFg,【竹串まつげ】TWICEメイク担当されてるウォン先生にメイクしてもらったらまっじで勉強になった…すごすぎ…【韓国アイドルメイク】【神動画】,ウォン・ジョンヨ先生のチャンネルでは、この動画のメイキングが公開されてます❤️ 撮影の裏側が見れちゃいます   ...,△,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVq-TbpK9r8,Kawanishi Mikiかわにしみき,2022-10-02 20:00:16+00:00,UCgpq8b6bCzkSLquNQeSE6QQ,【大変身】TWICEのメイクさんに韓国アイドルメイクしてもらったら感動が止まらない…😭✨【メイク術に圧巻】,初っ端の안녕하세요のスペル間違えてて鬼恥ずかしい。すみません。。 今回は韓国の有名なメイクさんのウォン・ジョンヨ先生に ...,△,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4U4DY0OFl4,nanakoななこ,2022-09-20 00:46:37+00:00,UC3swo6utVXOSYwxazwoKWBQ,【黒髪優勝】簡単なのに究極にかわいいあざとい純欲メイク！！イエベもブルベも！！うるうる透明感の出し方【プチプラコスメ】,家族のことでちょっとバタバタしていて、久しぶりの更新になってしまいました。 今日からまた投稿頑張るのでよろしくね   \ご ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979UXsyuwkA,水越みさと,2022-07-22 19:00:10+00:00,UCffg7iYU2K7HFJDhylZzUBw,【最新版クッションファンデ比較】人気20種類徹底比較！韓国&amp;デパコス&amp;プチプラ比較◎崩れにくい・ツヤ肌・カバー力徹底検証　#ベースメイク,みなさんこんにちは。 水越みさとです。 本日はクッションファンデ比較やっていきたいと思います！ カバー力、艶？マット？,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9F2yxlTRSlQ,ゆきりんワールド,2023-04-19 19:00:12+00:00,UCubbFOa0eUCWQD8sbmQXwOQ,【神メイク】TWICE担当メイクのウォンジョンヨ先生に韓国アイドルメイクをしてもらいました！！,今回の動画は、、、 なんと！！ TWICEのメイクを担当されている ウォンジョンヨ先生に来ていただきましたー！       ウォン ...,△,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5avYNnayO3s,HIRO BEAUTY CHANNEL,2022-11-12 19:00:07+00:00,UC8oF7jmQsKbMVrCv5LrP32w,プロのヘアメイクがBLACKPINKのヘアメイクさんに韓国俳優にしてくださいと言ってみたら、すごいことになったのよ〜🤍,みなさん、こんにちは。ヘア＆メイクアップアーティストの小田切ヒロです。 今回は、「韓国俳優メイクしてもらった」のご紹介 ...,△,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4M1MxWXxnYQ,水越みさと,2023-01-21 19:00:02+00:00,UCffg7iYU2K7HFJDhylZzUBw,【濃いメイク似合わない人】メイクするほど不自然になってしまう方に見てほしい。しっかり盛れるナチュラルメイク♡,タイムテーブルはまた時間のある時に書きますね！ ＊Instagram＊https://www.instagram.com/mitan.m/ ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-CNlFagmcs,ハウスダスト,2022-08-30 21:01:50+00:00,UCFU_oYKmxNI_8mYNQMhmLvA,【激盛れ】研究し尽くした私の純欲メイク見てください!!,4回目のチャレンジでした＾＾ ▽ファンレター・プレゼント宛先 動画や各SNSで紹介させていただくことがあります！ いつも ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6O-KPFnnEY,五彩緋夏 ひなちゃん5しゃい,2022-05-02 18:09:32+00:00,UCLdEdYIPup_1t03dP0tTJqw,黒猫中華メイク🐈‍⬛お金持ちの家の高級な猫をプチプラコスメで🐈‍⬛,Twitter❤︎puuuuuchu Instagram❤︎puuuuchu #毎日メイク #整形 #ビフォーアフター #メイク #makeup #美容 #メイク動画 ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KwphGwUlukg,benio店長 / ASMR屋さん,2021-02-20 23:00:17+00:00,UC6VLBHsXtXtEMA3HpwAM2Rw,ASMR 友達からのメイクアップロールプレイ💄,ASMR #MakeUp #RolePlay お泊まり会の朝・・・ 今日は私が君にメイクする約束   ▽広告無しver(ZOWA) ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWsIcCHinVw,nanakoななこ,2023-02-11 19:00:14+00:00,UC3swo6utVXOSYwxazwoKWBQ,【本気の過去１】TWICE担当メイクさんに本物の韓国アイドルメイクをしてもらった！目が２倍になって涙袋爆誕して小顔効果凄かった神技術を全部見せます！！！！！【ウォンジョンヨ先生】【勉強】,ご視聴ありがとうございます❤︎チャンネル登録よろしくね/ 憧れの先生にメイクしていただき幸せでした、、 勉強モードすぎて ...,△,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w7Cwf2yAois,KahoSei Channel from Canada,2023-04-30 16:00:19+00:00,UCqmrtFyHzNwmkSdnd-GPCiQ,みなみちゃんの毎日メイクをコピーしてみた😘 @MINAMI_Channel_,みなみチャンネル様、動画使わせていただき、ありがとうございました。,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4DqWfZg3vho,HIRO BEAUTY CHANNEL,2022-09-18 19:00:02+00:00,UC8oF7jmQsKbMVrCv5LrP32w,【純欲メイク】今流行りのメイクをプロが徹底解説！大人でもできる純欲メイク教えちゃうわよ〜🤍,みなさん、こんにちは。ヘア＆メイクアップアーティストの小田切ヒロです。 今回は、「純欲メイク」のご紹介です。 お待ちかね ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhh-tMAUX4k,nanakoななこ,2022-06-02 00:02:42+00:00,UC3swo6utVXOSYwxazwoKWBQ,【黒髪優勝】一番可愛い黒髪透明感メイク！暗い髪でも重くならない！イエベもブルベも盛れすぎる夏の黒髪メイク！【高校生】【実習】,ご視聴ありがとうございます❤︎チャンネル登録よろしくね/ 黒髪って最高〜！！！   TIRTIR PERFECT-C VITA AMPOULE MASK ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eitdcRyNOV0,RYUCHELL WORLD,2023-05-30 19:00:33+00:00,UCJ_12htuuUT4-yuRS21zMZA,最近のメイク、大公開🖤,ryuchellプロデュースのメイクブランド「煌煌（きらきら）」からリリースしたオイル美容液「愛との出逢い〜Natural Face ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RhU1VfMp_KM,YAACHAMA J-ASMR,2022-11-04 23:08:13+00:00,UCBP83PPp_c92rmP3A6R7nZQ,[ASMR]💄時間をかけてメイクしておくので寝ててください - Makeup Roleplay(No talking),Time Stamp～ 00:00 OP 00:32 顔剃り/Shaving 05:51 保湿とマッサージ/Face Massage 09:13 ベース/Base makeup 12:55 ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xOKPwUUAkYY,Zerona ASMR제로나,2021-12-28 22:21:48+00:00,UC0D9ASWn4HNR_nkpFT7Gzhg,日本語ASMR 授業時間に友達からのメイクアップロールプレイ💄✨학교 친구 메이크업 메이크업 해주기 상황극 Make-up Roleplay,こんにちは、皆さん:) ゼロナです！ 今日は この前に(結構昔)購読者の方が リクエストしてくださった！ 学校の友達とメイク  して ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVq-TbpK9r8,Kawanishi Mikiかわにしみき,2022-10-02 20:00:16+00:00,UCgpq8b6bCzkSLquNQeSE6QQ,【大変身】TWICEのメイクさんに韓国アイドルメイクしてもらったら感動が止まらない…😭✨【メイク術に圧巻】,初っ端の안녕하세요のスペル間違えてて鬼恥ずかしい。すみません。。 今回は韓国の有名なメイクさんのウォン・ジョンヨ先生に ...,△,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4U4DY0OFl4,nanakoななこ,2022-09-20 00:46:37+00:00,UC3swo6utVXOSYwxazwoKWBQ,【黒髪優勝】簡単なのに究極にかわいいあざとい純欲メイク！！イエベもブルベも！！うるうる透明感の出し方【プチプラコスメ】,家族のことでちょっとバタバタしていて、久しぶりの更新になってしまいました。 今日からまた投稿頑張るのでよろしくね   \ご ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979UXsyuwkA,水越みさと,2022-07-22 19:00:10+00:00,UCffg7iYU2K7HFJDhylZzUBw,【最新版クッションファンデ比較】人気20種類徹底比較！韓国&amp;デパコス&amp;プチプラ比較◎崩れにくい・ツヤ肌・カバー力徹底検証　#ベースメイク,みなさんこんにちは。 水越みさとです。 本日はクッションファンデ比較やっていきたいと思います！ カバー力、艶？マット？,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4U4DY0OFl4,nanakoななこ,2022-09-20 00:46:37+00:00,UC3swo6utVXOSYwxazwoKWBQ,【黒髪優勝】簡単なのに究極にかわいいあざとい純欲メイク！！イエベもブルベも！！うるうる透明感の出し方【プチプラコスメ】,家族のことでちょっとバタバタしていて、久しぶりの更新になってしまいました。 今日からまた投稿頑張るのでよろしくね   \ご ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979UXsyuwkA,水越みさと,2022-07-22 19:00:10+00:00,UCffg7iYU2K7HFJDhylZzUBw,【最新版クッションファンデ比較】人気20種類徹底比較！韓国&amp;デパコス&amp;プチプラ比較◎崩れにくい・ツヤ肌・カバー力徹底検証　#ベースメイク,みなさんこんにちは。 水越みさとです。 本日はクッションファンデ比較やっていきたいと思います！ カバー力、艶？マット？,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6joqzhJOH0s,水越みさと,2020-05-23 20:30:00+00:00,UCffg7iYU2K7HFJDhylZzUBw,【ベースメイク】クッションファンデ20種類徹底比較！【韓国コスメ編】崩れにくいおすすめは？カバー力は？ツヤ肌セミマット肌それぞれ紹介！,blog https://misatomakeup.com/ デパコス編はこちら：https://youtu.be/Dxnd1TAmIR8 お待たせしました！ クッションファンデ ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dVfesJbhtLs,ハウスダスト,2023-08-09 21:00:56+00:00,UCFU_oYKmxNI_8mYNQMhmLvA,【化ける】1年中化粧しない日がないダストの”技術集結”毎日メイク😎✨ベースからリップまで手を抜かない,お待たせしますた   いつも動画自体ギリギリだから概要欄は遅刻です…泣 なんかちょっとまじめな感じになりそうだったから概要 ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E0mxQbSf8N8,エミリンチャンネル,2023-02-26 19:00:07+00:00,UCq3YtFr5JWvID4iK9HyrM3Q,憧れのプロメイクさんに純欲メイクを教えてもらったけど出来なさすぎて絶望【小田切ヒロさん】,小田切ヒロさん 本当にありがとうございました！ 小田切さんのチャンネルでは なんと！わたしが本気でなりたい 憧れの ...,×,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrnjHRi4Jvc,NOBLEMAN【ノーブルマン】,2018-08-08 02:12:38+00:00,UCSHc05m3seGiDBH6ZChd1xA,【妹流】韓国オルチャンメイク♡【初ソロ動画】,アニョハセヨ〜ゆうて以前より沢山リクエスト頂いてました、妹サラのメイク動画。韓国に帰った時撮影して来ましたのでご覧 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y6b9mKwiijg,エミリンチャンネル,2019-12-13 21:00:09+00:00,UCq3YtFr5JWvID4iK9HyrM3Q,K-POPアイドルに憧れて韓国風メイクをしてみたらちょっと盛れた。,タナカガ（パパラピーズ） https://www.youtube.com/channel/UCwN4CR-bDM9ZjvPhb44AfxQ 個人チャンネルも最近はじめ ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
